date,restaurant_id,day_of_week,is_weekend,is_holiday,holiday_name,is_school_vacations,vacation_name,tmax,tmin,prcp,wspd,weather_code,sip,affluence,occupancy_rate,is_full
2024-01-22,1,monday,0,0,None,0,None,8.6,-0.1,10.3,21.1,63,0.1,14,14.0,0
2024-01-23,1,tuesday,0,0,None,0,None,8.6,5.6,0.6,15.6,51,0.1,15,15.0,0
2024-01-24,1,wednesday,0,0,None,0,None,11.7,9.1,1.1,21.1,51,0.2,20,20.0,0
2024-01-25,1,thursday,0,0,None,0,None,12.1,6.1,0.4,19.2,51,0.3,21,21.0,0
2024-01-26,1,friday,0,0,None,0,None,10.9,4.2,0.4,18.9,51,0.4,25,25.0,0
2024-01-27,1,saturday,1,0,None,0,None,7.8,0.8,0.0,13.7,3,0.5,23,23.0,0
2024-01-28,1,sunday,1,0,None,0,None,10.1,0.5,0.0,9.7,3,0.2,26,26.0,0
2024-01-29,1,monday,0,0,None,0,None,12.4,3.7,0.0,12.0,3,0.1,15,15.0,0
2024-01-30,1,tuesday,0,0,None,0,None,10.7,1.8,0.0,11.3,3,0.1,14,14.0,0
2024-01-31,1,wednesday,0,0,None,0,None,11.1,2.4,0.0,8.1,3,0.2,17,17.0,0
2024-02-01,1,thursday,0,0,None,0,None,9.9,3.1,0.8,9.2,51,0.3,18,18.0,0
2024-02-02,1,friday,0,0,None,0,None,10.6,2.2,0.7,9.5,53,0.55,24,24.0,0
2024-02-03,1,saturday,1,0,None,0,None,8.1,1.1,0.0,6.4,3,0.5,31,31.0,0
2024-02-04,1,sunday,1,0,None,0,None,8.1,1.3,0.0,9.5,3,0.2,22,22.0,0
2024-02-05,1,monday,0,0,None,0,None,8.4,0.4,0.0,9.9,3,0.1,15,15.0,0
2024-02-06,1,tuesday,0,0,None,0,None,7.6,0.3,0.2,16.3,51,0.1,18,18.0,0
2024-02-07,1,wednesday,0,0,None,0,None,10.2,5.2,5.0,20.5,55,0.2,16,16.0,0
2024-02-08,1,thursday,0,0,None,0,None,12.6,8.1,3.3,20.2,55,0.3,17,17.0,0
2024-02-09,1,friday,0,0,None,0,None,12.2,7.2,6.6,26.3,53,0.4,22,22.0,0
2024-02-10,1,saturday,1,0,None,0,None,10.2,5.2,19.9,27.6,63,0.5,21,21.0,0
2024-02-11,1,sunday,1,0,None,0,None,9.7,5.5,1.5,22.6,51,0.2,22,22.0,0
2024-02-12,1,monday,0,0,None,0,None,9.5,2.0,0.3,11.3,51,0.1,15,15.0,0
2024-02-13,1,tuesday,0,0,None,0,None,10.1,-0.1,0.0,8.4,3,0.1,21,21.0,0
2024-02-14,1,wednesday,0,0,None,0,None,13.7,2.9,0.1,11.0,51,0.2,22,22.0,0
2024-02-15,1,thursday,0,0,None,0,None,14.7,4.5,0.0,13.4,3,0.3,22,22.0,0
2024-02-16,1,friday,0,0,None,0,None,11.8,7.4,2.0,10.5,53,0.4,26,26.0,0
2024-02-17,1,saturday,1,0,None,0,None,11.1,7.8,1.2,16.3,51,0.5,28,28.0,0
2024-02-18,1,sunday,1,0,None,0,None,11.3,4.1,1.5,13.9,53,0.35,23,23.0,0
2024-02-19,1,monday,0,0,None,0,None,12.6,7.8,0.1,15.6,51,0.1,14,14.0,0
2024-02-20,1,tuesday,0,0,None,0,None,11.6,3.5,0.0,15.6,3,0.25,15,15.0,0
2024-02-21,1,wednesday,0,0,None,0,None,9.7,2.6,2.7,18.3,55,0.2,18,18.0,0
2024-02-22,1,thursday,0,0,None,0,None,10.6,5.6,18.3,31.3,63,0.3,19,19.0,0
2024-02-23,1,friday,0,0,None,0,None,8.6,0.8,0.6,22.5,51,0.505,27,27.0,0
2024-02-24,1,saturday,1,0,None,0,None,8.3,0.7,1.7,18.8,73,0.5,30,30.0,0
2024-02-25,1,sunday,1,0,None,0,None,9.6,1.6,7.7,31.7,73,0.2,22,22.0,0
2024-02-26,1,monday,0,0,None,0,None,12.6,4.8,12.2,25.7,63,0.1,14,14.0,0
2024-02-27,1,tuesday,0,0,None,0,None,11.6,5.3,0.0,27.6,3,0.1,14,14.0,0
2024-02-28,1,wednesday,0,0,None,0,None,10.6,1.3,0.0,22.5,3,0.305,15,15.0,0
2024-02-29,1,thursday,0,0,None,0,None,8.7,-1.2,0.0,8.2,3,0.40499999999999997,23,23.0,0
2024-03-01,1,friday,0,0,None,0,None,10.7,4.3,0.0,18.4,3,0.4,28,28.0,0
2024-03-02,1,saturday,1,0,None,0,None,11.9,6.1,6.5,28.1,61,0.605,23,23.0,0
2024-03-03,1,sunday,1,0,None,0,None,9.6,3.3,15.7,26.8,61,0.2,24,24.0,0
2024-03-04,1,monday,0,0,None,0,None,9.6,3.8,0.3,14.3,51,0.1,18,18.0,0
2024-03-05,1,tuesday,0,0,None,0,None,8.9,1.2,1.7,17.8,55,0.1,18,18.0,0
2024-03-06,1,wednesday,0,0,None,0,None,8.4,0.1,0.4,8.9,51,0.2,17,17.0,0
2024-03-07,1,thursday,0,0,None,0,None,10.4,2.1,0.0,17.0,3,0.3,21,21.0,0
2024-03-08,1,friday,0,0,None,0,None,12.9,0.4,1.0,14.8,53,0.55,23,23.0,0
2024-03-09,1,saturday,1,0,None,0,None,11.8,1.4,2.7,25.7,71,0.5,34,34.0,0
2024-03-10,1,sunday,1,0,None,0,None,9.7,2.8,15.7,17.1,63,0.2,28,28.0,0
2024-03-11,1,monday,0,0,None,0,None,12.1,1.0,0.2,10.9,51,0.25,15,15.0,0
2024-03-12,1,tuesday,0,0,None,0,None,11.4,5.2,3.3,16.1,55,0.1,16,16.0,0
2024-03-13,1,wednesday,0,0,None,0,None,13.2,6.8,0.2,8.7,51,0.2,19,19.0,0
2024-03-14,1,thursday,0,0,None,0,None,17.0,5.8,0.0,12.2,3,0.3,21,21.0,0
2024-03-15,1,friday,0,0,None,0,None,15.6,6.0,1.6,21.3,51,0.4,27,27.0,0
2024-03-16,1,saturday,1,0,None,0,None,14.4,7.8,0.4,19.5,51,0.5,21,21.0,0
2024-03-17,1,sunday,1,0,None,0,None,14.4,6.2,4.5,9.1,61,0.2,24,24.0,0
2024-03-18,1,monday,0,0,None,0,None,15.8,8.8,16.2,15.8,63,0.1,14,14.0,0
2024-03-19,1,tuesday,0,0,None,0,None,17.0,6.5,0.2,9.2,51,0.1,20,20.0,0
2024-03-20,1,wednesday,0,0,None,0,None,19.2,5.9,0.0,11.2,3,0.2,19,19.0,0
2024-03-21,1,thursday,0,0,None,0,None,19.4,8.9,3.9,10.8,63,0.3,17,17.0,0
2024-03-22,1,friday,0,0,None,0,None,20.1,7.6,0.0,11.7,3,0.4,23,23.0,0
2024-03-23,1,saturday,1,0,None,0,None,11.8,5.5,1.1,25.5,51,0.5,31,31.0,0
2024-03-24,1,sunday,1,0,None,0,None,9.1,2.1,0.3,19.1,51,0.2,19,19.0,0
2024-03-25,1,monday,0,0,None,0,None,12.5,1.1,0.0,15.0,3,0.1,14,14.0,0
2024-03-26,1,tuesday,0,0,None,0,None,13.3,6.8,18.2,16.2,63,0.1,15,15.0,0
2024-03-27,1,wednesday,0,0,None,0,None,10.3,3.6,9.2,21.3,61,0.2,15,15.0,0
2024-03-28,1,thursday,0,0,None,0,None,12.1,6.0,1.5,32.4,53,0.3,23,23.0,0
2024-03-29,1,friday,0,0,None,0,None,17.2,11.1,5.5,34.9,61,0.4,27,27.0,0
2024-03-30,1,saturday,1,0,None,0,None,15.2,8.8,4.0,35.8,61,0.5,30,30.0,0
2024-03-31,1,sunday,1,0,None,0,None,15.3,7.0,15.6,30.3,63,0.2,19,19.0,0
2024-04-01,1,monday,0,0,None,0,None,12.8,6.7,20.8,26.3,63,0.1,12,12.0,0
2024-04-02,1,tuesday,0,0,None,0,None,14.3,5.8,0.5,22.3,51,0.1,19,19.0,0
2024-04-03,1,wednesday,0,0,None,0,None,14.1,7.8,10.5,20.4,61,0.2,21,21.0,0
2024-04-04,1,thursday,0,0,None,0,None,17.8,7.9,1.3,22.8,53,0.3,26,26.0,0
2024-04-05,1,friday,0,0,None,0,None,19.1,8.8,0.2,21.0,51,0.55,21,21.0,0
2024-04-06,1,saturday,1,0,None,0,None,21.5,11.2,0.0,22.4,3,0.5,37,37.0,0
2024-04-07,1,sunday,1,0,None,0,None,21.1,10.9,0.0,21.2,3,0.35,29,29.0,0
2024-04-08,1,monday,0,0,None,0,None,22.0,10.5,0.3,25.9,51,0.1,17,17.0,0
2024-04-09,1,tuesday,0,0,None,0,None,14.4,5.9,11.9,25.5,63,0.1,16,16.0,0
2024-04-10,1,wednesday,0,0,None,0,None,12.4,2.5,0.2,17.5,51,0.2,16,16.0,0
2024-04-11,1,thursday,0,0,None,0,None,16.1,4.9,0.0,10.8,3,0.3,21,21.0,0
2024-04-12,1,friday,0,0,None,0,None,20.2,6.6,0.0,10.2,3,0.4,21,21.0,0
2024-04-13,1,saturday,1,0,None,0,None,22.8,12.2,0.0,9.1,3,0.5,36,36.0,0
2024-04-14,1,sunday,1,0,None,0,None,24.7,9.8,0.0,11.5,3,0.2,18,18.0,0
2024-04-15,1,monday,0,0,None,0,None,16.1,10.1,1.7,29.9,53,0.1,16,16.0,0
2024-04-16,1,tuesday,0,0,None,0,None,10.9,4.9,2.4,22.8,53,0.1,12,12.0,0
2024-04-17,1,wednesday,0,0,None,0,None,9.8,4.3,3.4,16.1,73,0.2,14,14.0,0
2024-04-18,1,thursday,0,0,None,0,None,9.1,2.0,2.5,20.5,73,0.40499999999999997,18,18.0,0
2024-04-19,1,friday,0,0,None,0,None,11.9,0.6,2.2,25.3,61,0.4,23,23.0,0
2024-04-20,1,saturday,1,0,None,0,None,9.1,2.9,0.5,19.6,51,0.5,25,25.0,0
2024-04-21,1,sunday,1,0,None,0,None,8.5,1.9,1.1,20.3,71,0.2,21,21.0,0
2024-04-22,1,monday,0,0,None,0,None,9.0,1.4,0.4,25.1,51,0.1,15,15.0,0
2024-04-23,1,tuesday,0,0,None,0,None,9.7,1.2,0.0,23.2,3,0.1,20,20.0,0
2024-04-24,1,wednesday,0,0,None,0,None,7.6,-0.6,0.9,15.9,51,0.2,20,20.0,0
2024-04-25,1,thursday,0,0,None,0,None,11.0,-1.2,0.3,13.6,51,0.3,19,19.0,0
2024-04-26,1,friday,0,0,None,0,None,12.9,4.1,6.3,15.5,61,0.4,31,31.0,0
2024-04-27,1,saturday,1,0,None,0,None,16.4,7.2,0.8,28.5,53,0.5,28,28.0,0
2024-04-28,1,sunday,1,0,None,0,None,13.4,8.5,17.7,23.2,63,0.2,25,25.0,0
2024-04-29,1,monday,0,0,None,0,None,14.4,7.4,5.5,8.3,53,0.1,21,21.0,0
2024-04-30,1,tuesday,0,0,None,0,None,18.9,8.4,7.8,13.6,63,0.1,23,23.0,0
2024-05-01,1,wednesday,0,0,None,0,None,20.3,8.4,0.6,15.8,51,0.2,20,20.0,0
2024-05-02,1,thursday,0,0,None,0,None,12.1,9.1,13.2,18.2,63,0.3,27,27.0,0
2024-05-03,1,friday,0,0,None,0,None,14.6,6.1,0.6,16.1,51,0.4,30,30.0,0
2024-05-04,1,saturday,1,0,None,0,None,15.1,5.6,9.5,23.3,63,0.5,31,31.0,0
2024-05-05,1,sunday,1,0,None,0,None,19.8,11.2,12.0,14.8,63,0.2,32,32.0,0
2024-05-06,1,monday,0,0,None,0,None,14.5,8.0,19.1,14.3,63,0.1,17,17.0,0
2024-05-07,1,tuesday,0,0,None,0,None,15.8,5.7,2.4,16.1,53,0.1,18,18.0,0
2024-05-08,1,wednesday,0,0,None,0,None,17.3,10.4,0.5,21.6,51,0.2,19,19.0,0
2024-05-09,1,thursday,0,0,None,0,None,17.8,9.2,0.0,22.5,3,0.3,26,26.0,0
2024-05-10,1,friday,0,0,None,0,None,21.9,11.4,0.0,13.3,3,0.4,24,24.0,0
2024-05-11,1,saturday,1,0,None,0,None,24.1,11.1,0.0,11.3,3,0.65,26,26.0,0
2024-05-12,1,sunday,1,0,None,0,None,23.5,12.1,2.6,17.5,53,0.2,33,33.0,0
2024-05-13,1,monday,0,0,None,0,None,21.7,11.2,1.1,16.2,55,0.1,14,14.0,0
2024-05-14,1,tuesday,0,0,None,0,None,16.1,12.0,10.2,13.0,61,0.1,21,21.0,0
2024-05-15,1,wednesday,0,0,None,0,None,16.6,10.3,5.8,8.4,61,0.2,20,20.0,0
2024-05-16,1,thursday,0,0,None,0,None,15.6,7.9,3.4,7.6,61,0.3,20,20.0,0
2024-05-17,1,friday,0,0,None,0,None,18.0,7.2,0.7,9.0,51,0.4,34,34.0,0
2024-05-18,1,saturday,1,0,None,0,None,15.6,9.7,3.0,14.2,53,0.5,21,21.0,0
2024-05-19,1,sunday,1,0,None,0,None,19.2,7.9,1.0,9.5,51,0.2,27,27.0,0
2024-05-20,1,monday,0,0,None,0,None,21.0,11.6,3.6,12.0,63,0.1,19,19.0,0
2024-05-21,1,tuesday,0,0,None,0,None,18.5,9.9,1.8,17.5,61,0.1,23,23.0,0
2024-05-22,1,wednesday,0,0,None,0,None,18.4,11.1,0.8,16.0,51,0.2,20,20.0,0
2024-05-23,1,thursday,0,0,None,0,None,16.9,8.9,7.9,15.0,63,0.3,19,19.0,0
2024-05-24,1,friday,0,0,None,0,None,17.8,7.8,1.5,9.4,51,0.4,34,34.0,0
2024-05-25,1,saturday,1,0,None,0,None,19.6,7.7,0.7,6.9,53,0.5,31,31.0,0
2024-05-26,1,sunday,1,0,None,0,None,20.2,12.8,3.1,16.2,55,0.2,26,26.0,0
2024-05-27,1,monday,0,0,None,0,None,18.2,10.9,0.6,17.0,51,0.1,18,18.0,0
2024-05-28,1,tuesday,0,0,None,0,None,18.9,8.2,0.2,10.0,51,0.1,19,19.0,0
2024-05-29,1,wednesday,0,0,None,0,None,19.3,11.2,5.4,16.9,61,0.2,22,22.0,0
2024-05-30,1,thursday,0,0,None,0,None,17.0,10.3,10.5,24.0,63,0.3,27,27.0,0
2024-05-31,1,friday,0,0,None,0,None,16.8,9.8,4.1,19.4,61,0.4,24,24.0,0
2024-06-01,1,saturday,1,0,None,0,None,18.1,9.6,1.3,16.6,51,0.5,34,34.0,0
2024-06-02,1,sunday,1,0,None,0,None,18.1,11.8,2.1,19.1,53,0.2,29,29.0,0
2024-06-03,1,monday,0,0,None,0,None,17.5,12.8,0.3,16.1,51,0.1,18,18.0,0
2024-06-04,1,tuesday,0,0,None,0,None,21.9,9.9,0.0,12.7,3,0.1,18,18.0,0
2024-06-05,1,wednesday,0,0,None,0,None,22.9,12.1,0.1,18.9,51,0.2,23,23.0,0
2024-06-06,1,thursday,0,0,None,0,None,24.4,12.4,0.7,19.6,53,0.3,19,19.0,0
2024-06-07,1,friday,0,0,None,0,None,24.8,13.1,0.2,11.2,51,0.4,22,22.0,0
2024-06-08,1,saturday,1,0,None,0,None,23.0,14.4,8.7,11.2,63,0.5,23,23.0,0
2024-06-09,1,sunday,1,0,None,0,None,20.9,13.7,0.5,19.2,51,0.35,31,31.0,0
2024-06-10,1,monday,0,0,None,0,None,20.0,8.9,0.0,19.2,3,0.1,16,16.0,0
2024-06-11,1,tuesday,0,0,None,0,None,17.6,9.7,0.0,14.5,3,0.25,24,24.0,0
2024-06-12,1,wednesday,0,0,None,0,None,17.8,7.3,0.0,14.5,3,0.2,22,22.0,0
2024-06-13,1,thursday,0,0,None,0,None,19.0,6.6,0.0,11.0,3,0.3,23,23.0,0
2024-06-14,1,friday,0,0,None,0,None,19.8,13.1,19.0,23.2,65,0.4,28,28.0,0
2024-06-15,1,saturday,1,0,None,0,None,18.2,11.8,9.0,23.3,63,0.5,38,38.0,0
2024-06-16,1,sunday,1,0,None,0,None,19.2,9.7,3.5,20.4,61,0.2,27,27.0,0
2024-06-17,1,monday,0,0,None,0,None,21.4,13.7,7.1,11.8,61,0.1,16,16.0,0
2024-06-18,1,tuesday,0,0,None,0,None,26.5,13.3,5.1,13.7,63,0.1,18,18.0,0
2024-06-19,1,wednesday,0,0,None,0,None,25.1,16.8,3.6,14.2,63,0.2,23,23.0,0
2024-06-20,1,thursday,0,0,None,0,None,24.8,17.4,10.5,26.0,63,0.3,29,29.0,0
2024-06-21,1,friday,0,0,None,0,None,21.9,14.8,9.3,18.6,63,0.4,35,35.0,0
2024-06-22,1,saturday,1,0,None,0,None,19.6,12.6,7.8,18.1,63,0.5,27,27.0,0
2024-06-23,1,sunday,1,0,None,0,None,20.2,12.4,0.5,20.4,51,0.2,29,29.0,0
2024-06-24,1,monday,0,0,None,0,None,25.5,16.1,0.0,23.6,3,0.1,14,14.0,0
2024-06-25,1,tuesday,0,0,None,0,None,27.2,17.9,0.0,17.0,1,0.1,23,23.0,0
2024-06-26,1,wednesday,0,0,None,0,None,26.1,16.8,2.6,11.8,55,0.2,30,30.0,0
2024-06-27,1,thursday,0,0,None,0,None,29.4,18.6,0.2,17.6,51,0.44999999999999996,22,22.0,0
2024-06-28,1,friday,0,0,None,0,None,27.0,17.5,2.7,10.3,53,0.4,30,30.0,0
2024-06-29,1,saturday,1,0,None,0,None,28.9,18.6,21.9,16.6,65,0.5,33,33.0,0
2024-06-30,1,sunday,1,0,None,0,None,20.4,16.5,10.5,23.0,61,0.2,32,32.0,0
2024-07-01,1,monday,0,0,None,0,None,21.6,13.4,1.1,19.1,51,0.1,23,23.0,0
2024-07-02,1,tuesday,0,0,None,0,None,17.5,11.8,0.7,13.9,51,0.1,30,30.0,0
2024-07-03,1,wednesday,0,0,None,0,None,18.5,10.8,0.3,17.8,51,0.35,28,28.0,0
2024-07-04,1,thursday,0,0,None,0,None,21.0,12.6,2.0,19.0,53,0.3,30,30.0,0
2024-07-05,1,friday,0,0,None,0,None,23.0,10.3,0.0,7.1,3,0.4,39,39.0,0
2024-07-06,1,saturday,1,0,None,0,None,19.6,12.9,18.9,17.9,63,0.5,38,38.0,0
2024-07-07,1,sunday,1,0,None,0,None,21.1,10.4,0.0,10.7,3,0.2,19,19.0,0
2024-07-08,1,monday,0,0,None,0,None,24.5,9.9,0.0,8.4,3,0.1,21,21.0,0
2024-07-09,1,tuesday,0,0,None,0,None,29.4,14.8,0.5,21.6,53,0.1,22,22.0,0
2024-07-10,1,wednesday,0,0,None,0,None,24.8,17.8,5.9,13.1,61,0.2,24,24.0,0
2024-07-11,1,thursday,0,0,None,0,None,25.5,15.8,5.5,11.8,61,0.3,20,20.0,0
2024-07-12,1,friday,0,0,None,0,None,23.3,14.4,5.5,20.6,63,0.4,37,37.0,0
2024-07-13,1,saturday,1,0,None,0,None,21.6,11.1,0.3,11.0,51,0.5,37,37.0,0
2024-07-14,1,sunday,1,0,None,0,None,22.0,11.9,0.0,7.3,3,0.2,36,36.0,0
2024-07-15,1,monday,0,0,None,0,None,28.8,15.0,5.7,20.2,63,0.25,21,21.0,0
2024-07-16,1,tuesday,0,0,None,0,None,23.0,14.8,0.0,22.4,3,0.1,22,22.0,0
2024-07-17,1,wednesday,0,0,None,0,None,24.1,13.0,0.2,13.0,51,0.2,33,33.0,0
2024-07-18,1,thursday,0,0,None,0,None,27.4,16.9,0.0,13.3,3,0.3,26,26.0,0
2024-07-19,1,friday,0,0,None,0,None,28.8,16.2,0.0,10.2,3,0.4,29,29.0,0
2024-07-20,1,saturday,1,0,None,0,None,30.5,19.8,6.8,14.8,63,0.5,38,38.0,0
2024-07-21,1,sunday,1,0,None,0,None,23.4,18.2,5.0,13.5,53,0.2,28,28.0,0
2024-07-22,1,monday,0,0,None,0,None,24.0,16.6,0.0,14.2,3,0.1,16,16.0,0
2024-07-23,1,tuesday,0,0,None,0,None,23.0,16.1,0.0,15.9,3,0.1,22,22.0,0
2024-07-24,1,wednesday,0,0,None,0,None,22.4,15.5,0.0,12.2,3,0.2,29,29.0,0
2024-07-25,1,thursday,0,0,None,0,None,25.5,15.6,0.0,10.1,3,0.3,27,27.0,0
2024-07-26,1,friday,0,0,None,0,None,27.8,14.4,0.1,8.2,51,0.4,27,27.0,0
2024-07-27,1,saturday,1,0,None,0,None,26.6,18.5,15.7,15.4,65,0.5,39,39.0,0
2024-07-28,1,sunday,1,0,None,0,None,25.0,16.8,1.9,15.8,61,0.2,37,37.0,0
2024-07-29,1,monday,0,0,None,0,None,29.7,17.2,0.0,13.5,3,0.1,23,23.0,0
2024-07-30,1,tuesday,0,0,None,0,None,33.0,19.4,4.2,14.8,63,0.1,22,22.0,0
2024-07-31,1,wednesday,0,0,None,0,None,32.4,20.3,6.4,25.9,63,0.2,28,28.0,0
2024-08-01,1,thursday,0,0,None,0,None,27.6,19.7,15.7,13.2,63,0.3,25,25.0,0
2024-08-02,1,friday,0,0,None,0,None,26.5,18.1,4.1,10.8,55,0.4,34,34.0,0
2024-08-03,1,saturday,1,0,None,0,None,25.6,16.6,0.9,11.5,53,0.65,47,47.0,0
2024-08-04,1,sunday,1,0,None,0,None,23.5,15.2,0.0,10.5,3,0.2,35,35.0,0
2024-08-05,1,monday,0,0,None,0,None,26.5,14.6,0.0,8.3,3,0.1,23,23.0,0
2024-08-06,1,tuesday,0,0,None,0,None,29.1,16.4,0.0,6.9,3,0.1,29,29.0,0
2024-08-07,1,wednesday,0,0,None,0,None,26.6,18.0,7.4,15.1,63,0.2,30,30.0,0
2024-08-08,1,thursday,0,0,None,0,None,25.5,15.5,0.0,7.6,3,0.3,25,25.0,0
2024-08-09,1,friday,0,0,None,0,None,28.0,16.6,0.0,9.0,2,0.4,41,41.0,0
2024-08-10,1,saturday,1,0,None,0,None,28.2,16.4,0.0,10.7,3,0.5,32,32.0,0
2024-08-11,1,sunday,1,0,None,0,None,31.5,20.0,0.0,14.5,3,0.2,32,32.0,0
2024-08-12,1,monday,0,0,None,0,None,33.3,21.5,0.0,14.6,3,0.1,19,19.0,0
2024-08-13,1,tuesday,0,0,None,0,None,30.8,19.8,13.9,24.7,65,0.1,19,19.0,0
2024-08-14,1,wednesday,0,0,None,0,None,26.0,18.9,12.7,15.5,63,0.2,28,28.0,0
2024-08-15,1,thursday,0,0,None,0,None,27.6,18.2,0.1,9.5,51,0.3,27,27.0,0
2024-08-16,1,friday,0,0,None,0,None,26.8,16.4,0.0,14.3,3,0.4,31,31.0,0
2024-08-17,1,saturday,1,0,None,0,None,25.6,15.7,0.4,13.0,51,0.5,39,39.0,0
2024-08-18,1,sunday,1,0,None,0,None,18.8,16.7,3.9,22.8,55,0.2,26,26.0,0
2024-08-19,1,monday,0,0,None,0,None,22.6,13.1,0.0,15.3,3,0.25,17,17.0,0
2024-08-20,1,tuesday,0,0,None,0,None,26.0,13.1,0.0,13.9,3,0.1,24,24.0,0
2024-08-21,1,wednesday,0,0,None,0,None,21.1,13.1,0.0,14.7,3,0.2,26,26.0,0
2024-08-22,1,thursday,0,0,None,0,None,24.0,11.1,0.0,8.3,3,0.3,34,34.0,0
2024-08-23,1,friday,0,0,None,0,None,26.2,13.6,0.0,16.7,3,0.4,37,37.0,0
2024-08-24,1,saturday,1,0,None,0,None,31.2,16.0,13.5,25.6,65,0.5,36,36.0,0
2024-08-25,1,sunday,1,0,None,0,None,21.5,14.5,0.4,11.6,51,0.2,37,37.0,0
2024-08-26,1,monday,0,0,None,0,None,22.0,11.9,0.0,14.4,0,0.1,21,21.0,0
2024-08-27,1,tuesday,0,0,None,0,None,24.8,14.4,0.0,17.9,3,0.25,20,20.0,0
2024-08-28,1,wednesday,0,0,None,0,None,30.0,16.6,0.0,15.5,1,0.2,22,22.0,0
2024-08-29,1,thursday,0,0,None,0,None,29.9,16.4,0.0,11.9,3,0.3,32,32.0,0
2024-08-30,1,friday,0,0,None,0,None,28.2,19.3,0.0,12.2,3,0.4,44,44.0,0
2024-08-31,1,saturday,1,0,None,0,None,30.0,19.4,0.0,9.7,3,0.5,48,48.0,0
2024-09-01,1,sunday,1,0,None,0,None,29.2,18.1,0.0,13.7,3,0.2,33,33.0,0
2024-09-02,1,monday,0,0,None,0,None,26.0,16.8,0.4,8.6,51,0.1,22,22.0,0
2024-09-03,1,tuesday,0,0,None,0,None,27.1,15.4,10.9,14.8,63,0.1,29,29.0,0
2024-09-04,1,wednesday,0,0,None,0,None,22.4,17.5,21.4,16.4,63,0.2,29,29.0,0
2024-09-05,1,thursday,0,0,None,0,None,17.6,13.1,14.2,20.5,61,0.3,20,20.0,0
2024-09-06,1,friday,0,0,None,0,None,21.9,10.4,0.0,13.9,3,0.4,36,36.0,0
2024-09-07,1,saturday,1,0,None,0,None,24.6,15.0,5.2,10.5,63,0.5,30,30.0,0
2024-09-08,1,sunday,1,0,None,0,None,22.4,15.1,0.1,11.5,51,0.2,39,39.0,0
2024-09-09,1,monday,0,0,None,0,None,18.8,14.5,2.2,25.3,53,0.1,21,21.0,0
2024-09-10,1,tuesday,0,0,None,0,None,17.6,11.4,0.0,13.8,3,0.1,22,22.0,0
2024-09-11,1,wednesday,0,0,None,0,None,15.4,7.4,6.7,19.4,61,0.2,31,31.0,0
2024-09-12,1,thursday,0,0,None,0,None,14.4,7.5,0.8,16.6,51,0.3,30,30.0,0
2024-09-13,1,friday,0,0,None,0,None,14.1,6.6,0.1,20.4,51,0.4,28,28.0,0
2024-09-14,1,saturday,1,0,None,0,None,15.1,8.0,0.0,23.8,2,0.5,38,38.0,0
2024-09-15,1,sunday,1,0,None,0,None,16.2,7.2,0.0,21.9,3,0.2,28,28.0,0
2024-09-16,1,monday,0,0,None,0,None,17.1,10.2,0.0,24.6,3,0.1,20,20.0,0
