date,restaurant_id,day_of_week,is_weekend,is_holiday,holiday_name,is_school_vacations,vacation_name,tmax,tmin,prcp,wspd,weather_code,sip,affluence,occupancy_rate,is_full
2024-04-20,1,saturday,1,0,None,0,None,14.5,8.9,0.0,48.0,1,0.5,132,69.5,0
2024-04-21,1,sunday,1,0,None,0,None,17.2,6.0,0.0,42.8,0,0.2,90,47.4,0
2024-04-22,1,monday,0,0,None,0,None,12.4,4.8,0.0,40.9,2,0.1,63,33.2,0
2024-04-23,1,tuesday,0,0,None,0,None,14.2,5.8,0.0,40.9,3,0.1,62,32.6,0
2024-04-24,1,wednesday,0,0,None,0,None,14.9,7.0,0.0,46.9,1,0.2,74,38.9,0
2024-04-25,1,thursday,0,0,None,0,None,15.6,7.2,0.0,33.6,3,0.3,75,39.5,0
2024-04-26,1,friday,0,0,None,0,None,13.6,10.2,9.8,25.8,63,0.4,101,53.2,0
2024-04-27,1,saturday,1,0,None,0,None,17.5,11.4,1.4,41.5,53,0.5,116,61.1,0
2024-04-28,1,sunday,1,0,None,0,None,18.1,13.5,10.8,41.9,63,0.2,112,58.9,0
2024-04-29,1,monday,0,0,None,0,None,20.8,14.6,0.4,25.1,51,0.1,94,49.5,0
2024-04-30,1,tuesday,0,0,None,0,None,19.9,13.6,0.2,28.5,51,0.1,92,48.4,0
2024-05-01,1,wednesday,0,0,None,0,None,17.8,12.4,8.6,33.4,61,0.2,73,38.4,0
2024-05-02,1,thursday,0,0,None,0,None,12.3,10.1,8.5,36.6,53,0.3,76,40.0,0
2024-05-03,1,friday,0,0,None,0,None,16.1,9.1,0.0,24.9,3,0.4,89,46.8,0
2024-05-04,1,saturday,1,0,None,0,None,17.8,8.8,0.0,12.3,3,0.5,131,68.9,0
2024-05-05,1,sunday,1,0,None,0,None,18.4,11.9,0.0,28.7,3,0.2,127,66.8,0
2024-05-06,1,monday,0,0,None,0,None,18.5,13.8,2.8,31.0,61,0.1,47,24.7,0
2024-05-07,1,tuesday,0,0,None,0,None,18.1,11.5,1.9,31.2,55,0.1,78,41.1,0
2024-05-08,1,wednesday,0,0,None,0,None,20.0,11.3,0.0,24.6,3,0.2,103,54.2,0
2024-05-09,1,thursday,0,0,None,0,None,21.8,11.0,0.0,14.3,1,0.3,103,54.2,0
2024-05-10,1,friday,0,0,None,0,None,21.6,12.8,0.0,9.8,1,0.4,119,62.6,0
2024-05-11,1,saturday,1,0,None,0,None,23.5,13.4,0.0,12.6,1,0.5,166,87.4,0
2024-05-12,1,sunday,1,0,None,0,None,21.7,12.7,0.3,13.8,51,0.35,121,63.7,0
2024-05-13,1,monday,0,0,None,0,None,21.8,13.2,0.0,21.4,3,0.1,60,31.6,0
2024-05-14,1,tuesday,0,0,None,0,None,20.3,15.4,19.1,36.0,63,0.1,71,37.4,0
2024-05-15,1,wednesday,0,0,None,0,None,19.0,13.4,8.5,28.6,63,0.2,89,46.8,0
2024-05-16,1,thursday,0,0,None,0,None,18.4,11.9,0.3,18.1,51,0.3,110,57.9,0
2024-05-17,1,friday,0,0,None,0,None,18.5,10.4,0.0,14.4,2,0.4,145,76.3,0
2024-05-18,1,saturday,1,0,None,0,None,19.6,13.4,0.0,19.7,1,0.5,138,72.6,0
2024-05-19,1,sunday,1,0,None,0,None,20.2,11.9,0.0,14.8,3,0.2,124,65.3,0
2024-05-20,1,monday,0,0,None,0,None,19.0,12.7,0.2,14.7,51,0.1,86,45.3,0
2024-05-21,1,tuesday,0,0,None,0,None,20.8,13.6,0.2,30.3,51,0.1,88,46.3,0
2024-05-22,1,wednesday,0,0,None,0,None,20.2,13.9,0.0,26.5,3,0.2,108,56.8,0
2024-05-23,1,thursday,0,0,None,0,None,21.1,13.5,0.1,21.4,51,0.3,97,51.1,0
2024-05-24,1,friday,0,0,None,0,None,20.6,12.1,0.7,17.4,51,0.4,109,57.4,0
2024-05-25,1,saturday,1,0,None,0,None,21.2,11.4,0.0,15.0,2,0.5,155,81.6,0
2024-05-26,1,sunday,1,0,None,0,None,20.6,11.6,0.0,12.9,3,0.2,144,75.8,0
2024-05-27,1,monday,0,0,None,0,None,20.7,14.6,0.6,19.6,51,0.1,69,36.3,0
2024-05-28,1,tuesday,0,0,None,0,None,23.9,14.7,0.0,33.9,3,0.1,87,45.8,0
2024-05-29,1,wednesday,0,0,None,0,None,25.6,14.9,0.2,22.2,51,0.2,117,61.6,0
2024-05-30,1,thursday,0,0,None,0,None,23.1,17.1,0.1,39.1,51,0.3,148,77.9,0
2024-05-31,1,friday,0,0,None,0,None,21.8,14.1,0.0,43.5,0,0.4,135,71.1,0
2024-06-01,1,saturday,1,0,None,0,None,22.6,14.1,0.0,33.5,1,0.5,190,100.0,1
2024-06-02,1,sunday,1,0,None,0,None,22.9,13.1,0.6,18.5,51,0.2,125,65.8,0
2024-06-03,1,monday,0,0,None,0,None,24.6,13.2,0.0,28.2,1,0.1,78,41.1,0
2024-06-04,1,tuesday,0,0,None,0,None,21.2,13.7,0.0,15.3,3,0.1,86,45.3,0
2024-06-05,1,wednesday,0,0,None,0,None,22.1,14.1,0.0,15.4,1,0.2,127,66.8,0
2024-06-06,1,thursday,0,0,None,0,None,24.0,15.6,0.0,16.8,3,0.3,118,62.1,0
2024-06-07,1,friday,0,0,None,0,None,24.2,18.3,0.0,16.1,3,0.4,122,64.2,0
2024-06-08,1,saturday,1,0,None,0,None,27.9,17.9,0.3,23.2,51,0.5,140,73.7,0
2024-06-09,1,sunday,1,0,None,0,None,24.6,18.4,17.4,30.5,65,0.2,122,64.2,0
2024-06-10,1,monday,0,0,None,0,None,24.1,16.6,0.0,34.4,3,0.1,78,41.1,0
2024-06-11,1,tuesday,0,0,None,0,None,24.0,16.5,0.0,33.8,3,0.1,85,44.7,0
2024-06-12,1,wednesday,0,0,None,0,None,23.1,14.6,0.0,36.0,3,0.2,88,46.3,0
2024-06-13,1,thursday,0,0,None,0,None,23.0,15.4,0.0,33.4,3,0.3,110,57.9,0
2024-06-14,1,friday,0,0,None,0,None,21.0,15.7,2.6,25.5,53,0.4,146,76.8,0
2024-06-15,1,saturday,1,0,None,0,None,22.9,17.8,0.1,27.1,51,0.5,151,79.5,0
2024-06-16,1,sunday,1,0,None,0,None,22.0,15.9,0.0,21.0,1,0.2,96,50.5,0
2024-06-17,1,monday,0,0,None,0,None,23.5,14.4,0.0,25.6,3,0.1,103,54.2,0
2024-06-18,1,tuesday,0,0,None,0,None,29.8,17.5,0.0,29.3,3,0.1,86,45.3,0
2024-06-19,1,wednesday,0,0,None,0,None,29.4,21.4,1.1,35.3,53,0.2,135,71.1,0
2024-06-20,1,thursday,0,0,None,0,None,29.2,19.9,11.9,29.3,63,0.3,95,50.0,0
2024-06-21,1,friday,0,0,None,0,None,24.2,19.5,5.3,26.8,63,0.4,168,88.4,0
2024-06-22,1,saturday,1,0,None,0,None,25.4,18.2,1.4,33.1,53,0.65,139,73.2,0
2024-06-23,1,sunday,1,0,None,0,None,26.6,16.5,0.0,40.5,3,0.2,140,73.7,0
2024-06-24,1,monday,0,0,None,0,None,25.5,16.1,0.0,23.2,3,0.1,90,47.4,0
2024-06-25,1,tuesday,0,0,None,0,None,22.8,16.6,2.1,19.3,55,0.1,113,59.5,0
2024-06-26,1,wednesday,0,0,None,0,None,24.1,17.8,0.1,13.9,51,0.2,122,64.2,0
2024-06-27,1,thursday,0,0,None,0,None,26.5,17.1,0.0,19.4,3,0.3,99,52.1,0
2024-06-28,1,friday,0,0,None,0,None,26.0,19.4,0.0,16.7,3,0.4,190,100.0,1
2024-06-29,1,saturday,1,0,None,0,None,29.0,19.9,0.7,41.0,51,0.5,176,92.6,0
2024-06-30,1,sunday,1,0,None,0,None,24.2,19.1,0.0,20.3,3,0.2,140,73.7,0
2024-07-01,1,monday,0,0,None,0,None,28.4,19.4,0.0,40.5,3,0.1,82,43.2,0
2024-07-02,1,tuesday,0,0,None,0,None,26.0,19.2,0.0,41.6,3,0.1,70,36.8,0
2024-07-03,1,wednesday,0,0,None,0,None,27.0,18.1,0.0,42.5,3,0.2,108,56.8,0
2024-07-04,1,thursday,0,0,None,0,None,28.3,19.1,0.0,35.0,0,0.3,100,52.6,0
2024-07-05,1,friday,0,0,None,0,None,24.7,20.0,0.0,21.1,3,0.4,153,80.5,0
2024-07-06,1,saturday,1,0,None,0,None,25.5,20.0,1.3,21.1,53,0.5,169,88.9,0
2024-07-07,1,sunday,1,0,None,0,None,27.4,19.0,0.3,24.8,51,0.2,143,75.3,0
2024-07-08,1,monday,0,0,None,0,None,27.1,17.9,0.0,17.4,3,0.1,69,36.3,0
2024-07-09,1,tuesday,0,0,None,0,None,27.1,18.4,0.0,13.7,3,0.1,91,47.9,0
2024-07-10,1,wednesday,0,0,None,0,None,27.1,18.6,0.0,12.1,0,0.2,90,47.4,0
2024-07-11,1,thursday,0,0,None,0,None,30.8,19.2,0.0,16.4,1,0.3,122,64.2,0
2024-07-12,1,friday,0,0,None,0,None,28.6,21.6,1.9,26.7,61,0.4,176,92.6,0
2024-07-13,1,saturday,1,0,None,0,None,28.3,18.7,0.0,28.7,3,0.65,158,83.2,0
2024-07-14,1,sunday,1,0,None,0,None,27.4,18.9,0.0,14.9,3,0.2,109,57.4,0
2024-07-15,1,monday,0,0,None,0,None,26.7,19.5,0.0,17.8,2,0.1,82,43.2,0
2024-07-16,1,tuesday,0,0,None,0,None,32.5,21.4,0.0,23.5,3,0.1,106,55.8,0
2024-07-17,1,wednesday,0,0,None,0,None,31.8,21.6,0.0,23.9,3,0.2,102,53.7,0
2024-07-18,1,thursday,0,0,None,0,None,29.8,19.4,0.0,14.5,1,0.3,125,65.8,0
2024-07-19,1,friday,0,0,None,0,None,31.5,19.6,0.1,17.3,51,0.4,153,80.5,0
2024-07-20,1,saturday,1,0,None,0,None,30.4,22.5,0.0,15.8,1,0.5,142,74.7,0
2024-07-21,1,sunday,1,0,None,0,None,25.8,20.9,3.5,28.2,61,0.2,161,84.7,0
2024-07-22,1,monday,0,0,None,0,None,30.5,20.4,0.0,30.1,0,0.1,84,44.2,0
2024-07-23,1,tuesday,0,0,None,0,None,31.8,19.3,0.0,25.0,0,0.25,97,51.1,0
2024-07-24,1,wednesday,0,0,None,0,None,30.5,21.5,0.0,36.4,3,0.2,107,56.3,0
2024-07-25,1,thursday,0,0,None,0,None,30.1,18.4,0.0,21.9,0,0.3,103,54.2,0
2024-07-26,1,friday,0,0,None,0,None,28.3,20.1,0.0,11.2,0,0.4,128,67.4,0
2024-07-27,1,saturday,1,0,None,0,None,26.2,19.8,0.0,18.4,2,0.5,172,90.5,0
2024-07-28,1,sunday,1,0,None,0,None,30.8,19.6,0.0,15.6,0,0.35,138,72.6,0
2024-07-29,1,monday,0,0,None,0,None,29.5,20.8,0.0,11.7,0,0.1,92,48.4,0
2024-07-30,1,tuesday,0,0,None,0,None,30.5,20.9,0.0,21.7,3,0.25,106,55.8,0
2024-07-31,1,wednesday,0,0,None,0,None,30.4,21.9,0.0,18.7,3,0.2,97,51.1,0
2024-08-01,1,thursday,0,0,None,0,None,32.5,21.6,0.0,17.9,1,0.3,164,86.3,0
2024-08-02,1,friday,0,0,None,0,None,33.5,24.2,0.0,24.6,3,0.4,155,81.6,0
2024-08-03,1,saturday,1,0,None,0,None,32.8,23.3,0.0,35.4,0,0.5,138,72.6,0
2024-08-04,1,sunday,1,0,None,0,None,32.5,22.0,0.0,24.2,1,0.2,157,82.6,0
2024-08-05,1,monday,0,0,None,0,None,30.8,20.2,0.0,18.3,1,0.25,85,44.7,0
2024-08-06,1,tuesday,0,0,None,0,None,30.8,20.6,0.0,15.3,3,0.1,92,48.4,0
2024-08-07,1,wednesday,0,0,None,0,None,31.8,20.6,0.0,22.7,3,0.2,117,61.6,0
2024-08-08,1,thursday,0,0,None,0,None,33.3,22.3,0.0,21.6,2,0.44999999999999996,83,43.7,0
2024-08-09,1,friday,0,0,None,0,None,33.8,22.0,0.0,21.3,2,0.4,138,72.6,0
2024-08-10,1,saturday,1,0,None,0,None,30.5,21.5,0.0,13.3,3,0.5,138,72.6,0
2024-08-11,1,sunday,1,0,None,0,None,30.4,22.3,0.0,16.5,3,0.2,126,66.3,0
2024-08-12,1,monday,0,0,None,0,None,30.4,21.8,0.0,13.3,0,0.1,98,51.6,0
2024-08-13,1,tuesday,0,0,None,0,None,29.8,20.9,0.0,12.6,2,0.1,123,64.7,0
2024-08-14,1,wednesday,0,0,None,0,None,30.5,22.8,0.0,16.8,3,0.2,135,71.1,0
2024-08-15,1,thursday,0,0,None,0,None,28.5,21.2,17.1,23.4,65,0.3,113,59.5,0
2024-08-16,1,friday,0,0,None,0,None,27.9,21.2,3.1,13.3,61,0.4,162,85.3,0
2024-08-17,1,saturday,1,0,None,0,None,28.0,20.9,0.0,14.8,3,0.5,136,71.6,0
2024-08-18,1,sunday,1,0,None,0,None,27.6,19.8,0.0,41.0,3,0.2,100,52.6,0
2024-08-19,1,monday,0,0,None,0,None,29.5,18.4,0.0,36.9,3,0.1,87,45.8,0
2024-08-20,1,tuesday,0,0,None,0,None,30.4,18.8,0.0,16.2,0,0.1,109,57.4,0
2024-08-21,1,wednesday,0,0,None,0,None,28.9,21.2,0.0,37.6,0,0.2,100,52.6,0
2024-08-22,1,thursday,0,0,None,0,None,28.4,16.5,0.0,21.7,0,0.3,128,67.4,0
2024-08-23,1,friday,0,0,None,0,None,27.2,16.1,0.0,10.7,0,0.55,164,86.3,0
2024-08-24,1,saturday,1,0,None,0,None,26.5,20.0,0.0,23.3,2,0.5,190,100.0,1
2024-08-25,1,sunday,1,0,None,0,None,29.1,20.8,0.0,27.0,3,0.2,101,53.2,0
2024-08-26,1,monday,0,0,None,0,None,29.2,17.6,0.0,27.2,3,0.1,76,40.0,0
2024-08-27,1,tuesday,0,0,None,0,None,30.6,19.0,0.1,11.9,51,0.1,81,42.6,0
2024-08-28,1,wednesday,0,0,None,0,None,29.5,20.5,0.0,25.8,1,0.2,138,72.6,0
2024-08-29,1,thursday,0,0,None,0,None,28.0,19.5,0.0,11.7,3,0.3,129,67.9,0
2024-08-30,1,friday,0,0,None,0,None,27.9,20.2,0.0,12.0,3,0.4,185,97.4,0
2024-08-31,1,saturday,1,0,None,0,None,30.8,18.6,0.0,11.5,3,0.5,180,94.7,0
2024-09-01,1,sunday,1,0,None,0,None,30.2,20.5,0.0,18.8,3,0.2,171,90.0,0
2024-09-02,1,monday,0,0,None,0,None,29.0,21.5,1.3,14.4,61,0.1,98,51.6,0
2024-09-03,1,tuesday,0,0,None,0,None,28.8,19.6,8.7,22.2,65,0.1,91,47.9,0
2024-09-04,1,wednesday,0,0,None,0,None,27.5,20.2,23.6,27.0,63,0.2,113,59.5,0
2024-09-05,1,thursday,0,0,None,0,None,23.6,17.7,13.0,25.2,65,0.44999999999999996,91,47.9,0
2024-09-06,1,friday,0,0,None,0,None,24.9,17.4,0.0,26.0,3,0.4,160,84.2,0
2024-09-07,1,saturday,1,0,None,0,None,28.6,22.0,0.1,45.0,51,0.5,163,85.8,0
2024-09-08,1,sunday,1,0,None,0,None,24.8,18.4,13.8,27.0,63,0.2,141,74.2,0
2024-09-09,1,monday,0,0,None,0,None,24.0,17.5,0.0,38.8,1,0.1,70,36.8,0
2024-09-10,1,tuesday,0,0,None,0,None,23.0,17.8,0.0,42.0,0,0.1,98,51.6,0
2024-09-11,1,wednesday,0,0,None,0,None,23.1,16.5,0.0,35.5,3,0.2,111,58.4,0
2024-09-12,1,thursday,0,0,None,0,None,18.9,13.9,0.3,48.8,51,0.3,118,62.1,0
2024-09-13,1,friday,0,0,None,0,None,17.5,12.1,0.0,51.7,1,0.4,144,75.8,0
2024-09-14,1,saturday,1,0,None,0,None,22.1,12.4,0.0,34.6,1,0.5,139,73.2,0
2024-09-15,1,sunday,1,0,None,0,None,22.0,11.0,0.0,28.6,0,0.2,189,99.5,0
2024-09-16,1,monday,0,0,None,0,None,24.1,12.4,0.0,25.0,3,0.1,88,46.3,0
